college,department,course_number,pk_x_hi,pk_x_lo,pk_y_hi,pk_y_lo,professor,grade,major
ENG,Biomedical Engineering,301,0xe521d61c3444e6f1e55cc108c54ce127,0x103df70af413e4a69838186225f08ae1,0x1de75222a0fc393b2ce7fd8d9210d51a,0xab111119e734fd14ff86965879d57a5f,Dr. Henry Moore,D,English
CAS,Mathematics,302,0xe521d61c3444e6f1e55cc108c54ce127,0x103df70af413e4a69838186225f08ae1,0x1de75222a0fc393b2ce7fd8d9210d51a,0xab111119e734fd14ff86965879d57a5f,Dr. Emma Davis,D,English
ENG,Biomedical Engineering,301,0x37446b7c5128014769f7cbd8c160728c,0x1e21ce521f77f964821a872fd306e804,0xb3057c6e1260063911d6356d16f3dd1f,0xbe5da0edcacf9dc92812ac95ef333d11,Dr. Henry Moore,C-,Mechanical Engineering
ENG,Electrical and Computer Engineering,102,0x37446b7c5128014769f7cbd8c160728c,0x1e21ce521f77f964821a872fd306e804,0xb3057c6e1260063911d6356d16f3dd1f,0xbe5da0edcacf9dc92812ac95ef333d11,Dr. Grace Wilson,B,Mechanical Engineering
ENG,Mechanical Engineering,302,0x37446b7c5128014769f7cbd8c160728c,0x1e21ce521f77f964821a872fd306e804,0xb3057c6e1260063911d6356d16f3dd1f,0xbe5da0edcacf9dc92812ac95ef333d11,Dr. Henry Moore,C,Mechanical Engineering
CAS,English,301,0x37446b7c5128014769f7cbd8c160728c,0x1e21ce521f77f964821a872fd306e804,0xb3057c6e1260063911d6356d16f3dd1f,0xbe5da0edcacf9dc92812ac95ef333d11,Dr. Carol Williams,C-,Mechanical Engineering
ENG,Systems Engineering,202,0xeb34ad340b074e1db901eb1f907aaa2b,0x3cf8c58d1854b97c967d8c42b663eca6,0x7a6691ce0be5e367bb46b3f402dcdb8b,0x13739ef29ecb9393ba553d9a6c3c9f62,Dr. Henry Moore,B,Electrical and Computer Engineering
CAS,English,202,0xeb34ad340b074e1db901eb1f907aaa2b,0x3cf8c58d1854b97c967d8c42b663eca6,0x7a6691ce0be5e367bb46b3f402dcdb8b,0x13739ef29ecb9393ba553d9a6c3c9f62,Dr. Carol Williams,C+,Electrical and Computer Engineering
CAS,Economics,301,0xeb34ad340b074e1db901eb1f907aaa2b,0x3cf8c58d1854b97c967d8c42b663eca6,0x7a6691ce0be5e367bb46b3f402dcdb8b,0x13739ef29ecb9393ba553d9a6c3c9f62,Dr. Emma Davis,B,Electrical and Computer Engineering
CAS,Mathematics,302,0xeb34ad340b074e1db901eb1f907aaa2b,0x3cf8c58d1854b97c967d8c42b663eca6,0x7a6691ce0be5e367bb46b3f402dcdb8b,0x13739ef29ecb9393ba553d9a6c3c9f62,Dr. Emma Davis,A,Electrical and Computer Engineering
ENG,Biomedical Engineering,202,0xf4e507f45fa3f2f0667b9a1c5b2632d0,0x41e3aaa3e1d7e6ab6d10b22e61943237,0x141300fd0416b61abaff22137760c211,0x825b4bb292fb0bf24b809a219d8da7c0,Dr. Bob Johnson,A-,Electrical and Computer Engineering
CAS,Economics,201,0xf4e507f45fa3f2f0667b9a1c5b2632d0,0x41e3aaa3e1d7e6ab6d10b22e61943237,0x141300fd0416b61abaff22137760c211,0x825b4bb292fb0bf24b809a219d8da7c0,Dr. Henry Moore,C-,Electrical and Computer Engineering
CAS,Computer Science,595,0xf4e507f45fa3f2f0667b9a1c5b2632d0,0x41e3aaa3e1d7e6ab6d10b22e61943237,0x141300fd0416b61abaff22137760c211,0x825b4bb292fb0bf24b809a219d8da7c0,Dr. Alice Smith,C-,Electrical and Computer Engineering
CAS,Economics,101,0xf4e507f45fa3f2f0667b9a1c5b2632d0,0x41e3aaa3e1d7e6ab6d10b22e61943237,0x141300fd0416b61abaff22137760c211,0x825b4bb292fb0bf24b809a219d8da7c0,Dr. Emma Davis,C+,Electrical and Computer Engineering
ENG,Systems Engineering,201,0x5d8b25289dfbe228ae6f4feb63ffcae7,0xd1bdfa7fb93c2c0c4f230837beb4b292,0x33a4d0f5ab9c3936a3762c5359a181f9,0x915831b721a51dd592c043af4fe5dde5,Dr. Grace Wilson,A,Biomedical Engineering
ENG,Mechanical Engineering,302,0x5d8b25289dfbe228ae6f4feb63ffcae7,0xd1bdfa7fb93c2c0c4f230837beb4b292,0x33a4d0f5ab9c3936a3762c5359a181f9,0x915831b721a51dd592c043af4fe5dde5,Dr. Henry Moore,C,Biomedical Engineering
CAS,English,302,0x5d8b25289dfbe228ae6f4feb63ffcae7,0xd1bdfa7fb93c2c0c4f230837beb4b292,0x33a4d0f5ab9c3936a3762c5359a181f9,0x915831b721a51dd592c043af4fe5dde5,Dr. David Brown,F,Biomedical Engineering
ENG,Electrical and Computer Engineering,301,0x5d8b25289dfbe228ae6f4feb63ffcae7,0xd1bdfa7fb93c2c0c4f230837beb4b292,0x33a4d0f5ab9c3936a3762c5359a181f9,0x915831b721a51dd592c043af4fe5dde5,Dr. Henry Moore,A-,Biomedical Engineering
CAS,Economics,302,0x480616820d7de8d2123f989fe03e2fb2,0x18fa4e5d9505726a084a5c0f303161f6,0xee714500c58c80d618a96512620a88ef,0xf486ecd351a474365f406bfded128420,Dr. Frank Miller,C,English
CAS,Computer Science,101,0x480616820d7de8d2123f989fe03e2fb2,0x18fa4e5d9505726a084a5c0f303161f6,0xee714500c58c80d618a96512620a88ef,0xf486ecd351a474365f406bfded128420,Dr. Frank Miller,F,English
ENG,Systems Engineering,201,0x480616820d7de8d2123f989fe03e2fb2,0x18fa4e5d9505726a084a5c0f303161f6,0xee714500c58c80d618a96512620a88ef,0xf486ecd351a474365f406bfded128420,Dr. Grace Wilson,F,English
CAS,Economics,102,0x480616820d7de8d2123f989fe03e2fb2,0x18fa4e5d9505726a084a5c0f303161f6,0xee714500c58c80d618a96512620a88ef,0xf486ecd351a474365f406bfded128420,Dr. Carol Williams,C-,English
ENG,Electrical and Computer Engineering,301,0xc15760a2414860b6402b9a7c94632214,0xe1ca083877ad3891fb9498fdda2581b9,0xf05f62356fcac252e971874a9a0d13a6,0x9641cc9cecb57858d5586b9891408793,Dr. Henry Moore,C-,Economics
CAS,Economics,101,0xc15760a2414860b6402b9a7c94632214,0xe1ca083877ad3891fb9498fdda2581b9,0xf05f62356fcac252e971874a9a0d13a6,0x9641cc9cecb57858d5586b9891408793,Dr. Emma Davis,B,Economics
ENG,Biomedical Engineering,201,0xc15760a2414860b6402b9a7c94632214,0xe1ca083877ad3891fb9498fdda2581b9,0xf05f62356fcac252e971874a9a0d13a6,0x9641cc9cecb57858d5586b9891408793,Dr. Henry Moore,D,Economics
CAS,English,102,0xc15760a2414860b6402b9a7c94632214,0xe1ca083877ad3891fb9498fdda2581b9,0xf05f62356fcac252e971874a9a0d13a6,0x9641cc9cecb57858d5586b9891408793,Dr. David Brown,C,Economics
CAS,English,202,0x626f98b2d686334037305783eadd7e8b,0x59efaaaac753906b9a3570e1916ad5da,0xbdbe11bde71124eb67c401643365a1fa,0x8689a130b3cd261b130d32cb3656d874,Dr. David Brown,B,Biomedical Engineering
CAS,Mathematics,102,0x626f98b2d686334037305783eadd7e8b,0x59efaaaac753906b9a3570e1916ad5da,0xbdbe11bde71124eb67c401643365a1fa,0x8689a130b3cd261b130d32cb3656d874,Dr. Alice Smith,C-,Biomedical Engineering
ENG,Mechanical Engineering,301,0x626f98b2d686334037305783eadd7e8b,0x59efaaaac753906b9a3570e1916ad5da,0xbdbe11bde71124eb67c401643365a1fa,0x8689a130b3cd261b130d32cb3656d874,Dr. Emma Davis,A,Biomedical Engineering
ENG,Biomedical Engineering,302,0x626f98b2d686334037305783eadd7e8b,0x59efaaaac753906b9a3570e1916ad5da,0xbdbe11bde71124eb67c401643365a1fa,0x8689a130b3cd261b130d32cb3656d874,Dr. Grace Wilson,A,Biomedical Engineering
CAS,Mathematics,301,0x8b2a7926f4427b1dee249d4aa24f28be,0x231276045a49a11107c390f27261c30e,0xdc186cb2444dec8cf9fb8c59cfc10162,0x1b8d891b35aa980fcf16525bce8646ce,Dr. Bob Johnson,C+,Computer Science
CAS,English,201,0x8b2a7926f4427b1dee249d4aa24f28be,0x231276045a49a11107c390f27261c30e,0xdc186cb2444dec8cf9fb8c59cfc10162,0x1b8d891b35aa980fcf16525bce8646ce,Dr. Henry Moore,A,Computer Science
CAS,Computer Science,301,0x8b2a7926f4427b1dee249d4aa24f28be,0x231276045a49a11107c390f27261c30e,0xdc186cb2444dec8cf9fb8c59cfc10162,0x1b8d891b35aa980fcf16525bce8646ce,Dr. Carol Williams,B+,Computer Science
CAS,Mathematics,101,0x8b2a7926f4427b1dee249d4aa24f28be,0x231276045a49a11107c390f27261c30e,0xdc186cb2444dec8cf9fb8c59cfc10162,0x1b8d891b35aa980fcf16525bce8646ce,Dr. Bob Johnson,A-,Computer Science
ENG,Systems Engineering,201,0xc435e9f23fd6d5ef6f48169211b11fa7,0x40f31f3d7dca1e05da7e2d0667f046b8,0x1e15b5059596a0c63352527435f7637d,0xb0906be987521c283edb059221f4df13,Dr. Grace Wilson,B,Mathematics
ENG,Systems Engineering,102,0xc435e9f23fd6d5ef6f48169211b11fa7,0x40f31f3d7dca1e05da7e2d0667f046b8,0x1e15b5059596a0c63352527435f7637d,0xb0906be987521c283edb059221f4df13,Dr. Alice Smith,C+,Mathematics
CAS,Computer Science,302,0xc435e9f23fd6d5ef6f48169211b11fa7,0x40f31f3d7dca1e05da7e2d0667f046b8,0x1e15b5059596a0c63352527435f7637d,0xb0906be987521c283edb059221f4df13,Dr. Alice Smith,B-,Mathematics
CAS,Computer Science,301,0xc435e9f23fd6d5ef6f48169211b11fa7,0x40f31f3d7dca1e05da7e2d0667f046b8,0x1e15b5059596a0c63352527435f7637d,0xb0906be987521c283edb059221f4df13,Dr. Alice Smith,B-,Mathematics
CAS,Computer Science,595,0xad732db242fa8ed069425705b2f733b8,0x3dc2a3b91f77203554a6427f0cabfbad,0xf5edcc93faffc71b6daf85d47565c287,0xe9fb39938d6231c66cf4466e38a147f1,Dr. Alice Smith,B,Mathematics
CAS,Computer Science,101,0xad732db242fa8ed069425705b2f733b8,0x3dc2a3b91f77203554a6427f0cabfbad,0xf5edcc93faffc71b6daf85d47565c287,0xe9fb39938d6231c66cf4466e38a147f1,Dr. Frank Miller,B-,Mathematics
ENG,Electrical and Computer Engineering,301,0xad732db242fa8ed069425705b2f733b8,0x3dc2a3b91f77203554a6427f0cabfbad,0xf5edcc93faffc71b6daf85d47565c287,0xe9fb39938d6231c66cf4466e38a147f1,Dr. Henry Moore,C,Mathematics
CAS,English,302,0xad732db242fa8ed069425705b2f733b8,0x3dc2a3b91f77203554a6427f0cabfbad,0xf5edcc93faffc71b6daf85d47565c287,0xe9fb39938d6231c66cf4466e38a147f1,Dr. David Brown,B+,Mathematics
ENG,Electrical and Computer Engineering,102,0x82a9407f8758cf49de87968eabdb7c71,0x5ad8908c1c7e3a2123e5bddab2f0011b,0x7dd65f21ed8339aae9ef1e4a93988c61,0x3b1b2c93f07adcb45c36335259d2fe26,Dr. Bob Johnson,A,English
CAS,Economics,102,0x82a9407f8758cf49de87968eabdb7c71,0x5ad8908c1c7e3a2123e5bddab2f0011b,0x7dd65f21ed8339aae9ef1e4a93988c61,0x3b1b2c93f07adcb45c36335259d2fe26,Dr. Grace Wilson,C,English
CAS,Mathematics,302,0x82a9407f8758cf49de87968eabdb7c71,0x5ad8908c1c7e3a2123e5bddab2f0011b,0x7dd65f21ed8339aae9ef1e4a93988c61,0x3b1b2c93f07adcb45c36335259d2fe26,Dr. Emma Davis,C+,English
CAS,Economics,201,0x82a9407f8758cf49de87968eabdb7c71,0x5ad8908c1c7e3a2123e5bddab2f0011b,0x7dd65f21ed8339aae9ef1e4a93988c61,0x3b1b2c93f07adcb45c36335259d2fe26,Dr. Henry Moore,B-,English
CAS,Computer Science,202,0xec4b63be2c4138f288168ef63bddfcce,0xca533141a27ace9a5f402d72c3c16ef0,0x66a38b4c109a428192d7cb753794a4df,0xb0f694f19d817e43e1803270d6237012,Dr. Alice Smith,D,Systems Engineering
ENG,Biomedical Engineering,102,0xec4b63be2c4138f288168ef63bddfcce,0xca533141a27ace9a5f402d72c3c16ef0,0x66a38b4c109a428192d7cb753794a4df,0xb0f694f19d817e43e1803270d6237012,Dr. Henry Moore,D,Systems Engineering
CAS,Economics,202,0xec4b63be2c4138f288168ef63bddfcce,0xca533141a27ace9a5f402d72c3c16ef0,0x66a38b4c109a428192d7cb753794a4df,0xb0f694f19d817e43e1803270d6237012,Dr. Carol Williams,C-,Systems Engineering
CAS,English,301,0xec4b63be2c4138f288168ef63bddfcce,0xca533141a27ace9a5f402d72c3c16ef0,0x66a38b4c109a428192d7cb753794a4df,0xb0f694f19d817e43e1803270d6237012,Dr. Carol Williams,A,Systems Engineering
CAS,English,201,0x1767c947a04f75d80d6c22773e7667d5,0xb93bef7e0b09aa19935fd9630b2a5dba,0xdc29a96ea18be77e0db410ca20eb8655,0x57a719b0e03190293af1a26e64da7c48,Dr. Henry Moore,C,Mechanical Engineering
CAS,Computer Science,201,0x1767c947a04f75d80d6c22773e7667d5,0xb93bef7e0b09aa19935fd9630b2a5dba,0xdc29a96ea18be77e0db410ca20eb8655,0x57a719b0e03190293af1a26e64da7c48,Dr. Alice Smith,A-,Mechanical Engineering
ENG,Electrical and Computer Engineering,302,0x1767c947a04f75d80d6c22773e7667d5,0xb93bef7e0b09aa19935fd9630b2a5dba,0xdc29a96ea18be77e0db410ca20eb8655,0x57a719b0e03190293af1a26e64da7c48,Dr. Carol Williams,F,Mechanical Engineering
CAS,Computer Science,101,0x1767c947a04f75d80d6c22773e7667d5,0xb93bef7e0b09aa19935fd9630b2a5dba,0xdc29a96ea18be77e0db410ca20eb8655,0x57a719b0e03190293af1a26e64da7c48,Dr. Frank Miller,F,Mechanical Engineering
ENG,Systems Engineering,202,0xc994c23e690f4275ed9c90b0eac88edc,0x100c6d6fe86d68f26b14be8e29527326,0xa6ec3ee612759a75875179bf2dd61fd1,0x992b05e70dff811c8ba0d018252f887e,Dr. Henry Moore,A-,Mathematics
CAS,Computer Science,102,0xc994c23e690f4275ed9c90b0eac88edc,0x100c6d6fe86d68f26b14be8e29527326,0xa6ec3ee612759a75875179bf2dd61fd1,0x992b05e70dff811c8ba0d018252f887e,Dr. Emma Davis,C+,Mathematics
CAS,Mathematics,202,0xc994c23e690f4275ed9c90b0eac88edc,0x100c6d6fe86d68f26b14be8e29527326,0xa6ec3ee612759a75875179bf2dd61fd1,0x992b05e70dff811c8ba0d018252f887e,Dr. Carol Williams,A,Mathematics
ENG,Electrical and Computer Engineering,201,0xc994c23e690f4275ed9c90b0eac88edc,0x100c6d6fe86d68f26b14be8e29527326,0xa6ec3ee612759a75875179bf2dd61fd1,0x992b05e70dff811c8ba0d018252f887e,Dr. Henry Moore,C+,Mathematics
CAS,Mathematics,302,0x16014029a771e3890acde0bbaa2c1b49,0x75aa61d906ff0cbd8c5ec8d1e824b4d0,0x95997409aba788f3c794cc33a0d7f0e2,0x8f9e7a0c8b7b2e1a5f5ee0d77867dfb2,Dr. Emma Davis,B-,Mechanical Engineering
ENG,Electrical and Computer Engineering,201,0x16014029a771e3890acde0bbaa2c1b49,0x75aa61d906ff0cbd8c5ec8d1e824b4d0,0x95997409aba788f3c794cc33a0d7f0e2,0x8f9e7a0c8b7b2e1a5f5ee0d77867dfb2,Dr. Henry Moore,C-,Mechanical Engineering
CAS,Economics,102,0x16014029a771e3890acde0bbaa2c1b49,0x75aa61d906ff0cbd8c5ec8d1e824b4d0,0x95997409aba788f3c794cc33a0d7f0e2,0x8f9e7a0c8b7b2e1a5f5ee0d77867dfb2,Dr. Grace Wilson,C+,Mechanical Engineering
CAS,Economics,101,0x16014029a771e3890acde0bbaa2c1b49,0x75aa61d906ff0cbd8c5ec8d1e824b4d0,0x95997409aba788f3c794cc33a0d7f0e2,0x8f9e7a0c8b7b2e1a5f5ee0d77867dfb2,Dr. Emma Davis,B-,Mechanical Engineering
ENG,Mechanical Engineering,302,0xcda47a0a51f34f706d521e6836364210,0xcee21779f726fb87f2756916ec3531c1,0xf244a437ecc09899e5479b8f75bca58a,0x2ebe3a1e814adfac7a9f8c570d239984,Dr. Henry Moore,B,Economics
CAS,English,301,0xcda47a0a51f34f706d521e6836364210,0xcee21779f726fb87f2756916ec3531c1,0xf244a437ecc09899e5479b8f75bca58a,0x2ebe3a1e814adfac7a9f8c570d239984,Dr. Carol Williams,C+,Economics
ENG,Systems Engineering,201,0xcda47a0a51f34f706d521e6836364210,0xcee21779f726fb87f2756916ec3531c1,0xf244a437ecc09899e5479b8f75bca58a,0x2ebe3a1e814adfac7a9f8c570d239984,Dr. Grace Wilson,F,Economics
ENG,Systems Engineering,101,0xcda47a0a51f34f706d521e6836364210,0xcee21779f726fb87f2756916ec3531c1,0xf244a437ecc09899e5479b8f75bca58a,0x2ebe3a1e814adfac7a9f8c570d239984,Dr. Grace Wilson,B+,Economics
ENG,Systems Engineering,202,0xf347159a9b3d509a2be09cf0c24d9a0a,0xe444b77ef12bdd2d64fdf36b947612ba,0x61c300be3d6fb704d0ae1521e0478e6b,0x36e7e4c3c0c9f355eaa47ee3ee375377,Dr. Henry Moore,A,Economics
CAS,Mathematics,302,0xf347159a9b3d509a2be09cf0c24d9a0a,0xe444b77ef12bdd2d64fdf36b947612ba,0x61c300be3d6fb704d0ae1521e0478e6b,0x36e7e4c3c0c9f355eaa47ee3ee375377,Dr. Emma Davis,F,Economics
CAS,Computer Science,301,0xf347159a9b3d509a2be09cf0c24d9a0a,0xe444b77ef12bdd2d64fdf36b947612ba,0x61c300be3d6fb704d0ae1521e0478e6b,0x36e7e4c3c0c9f355eaa47ee3ee375377,Dr. Carol Williams,D,Economics
CAS,English,302,0xf347159a9b3d509a2be09cf0c24d9a0a,0xe444b77ef12bdd2d64fdf36b947612ba,0x61c300be3d6fb704d0ae1521e0478e6b,0x36e7e4c3c0c9f355eaa47ee3ee375377,Dr. David Brown,B+,Economics
CAS,Computer Science,595,0xb2f655d3d86418b8b539ab5b609ff50,0x4f02150d171ee82b01977d05e14a5985,0x41dba5e85318d062c686a2aef368f4ea,0x5d050b77a72f5f657fb5bdba46391e9f,Dr. Alice Smith,A,Systems Engineering
ENG,Electrical and Computer Engineering,201,0xb2f655d3d86418b8b539ab5b609ff50,0x4f02150d171ee82b01977d05e14a5985,0x41dba5e85318d062c686a2aef368f4ea,0x5d050b77a72f5f657fb5bdba46391e9f,Dr. Alice Smith,F,Systems Engineering
CAS,Economics,202,0xb2f655d3d86418b8b539ab5b609ff50,0x4f02150d171ee82b01977d05e14a5985,0x41dba5e85318d062c686a2aef368f4ea,0x5d050b77a72f5f657fb5bdba46391e9f,Dr. Carol Williams,C,Systems Engineering
ENG,Electrical and Computer Engineering,102,0xb2f655d3d86418b8b539ab5b609ff50,0x4f02150d171ee82b01977d05e14a5985,0x41dba5e85318d062c686a2aef368f4ea,0x5d050b77a72f5f657fb5bdba46391e9f,Dr. Bob Johnson,A,Systems Engineering
CAS,Mathematics,101,0x20d0205592d8885cb060d20334d33e2c,0x9ac4353174a6c3c680b0ce24a780df40,0x98767a66391ba074f2349754c9ed5542,0x478e3b999b500101fc506748b5ecb5a2,Dr. David Brown,B,Electrical and Computer Engineering
CAS,Mathematics,102,0x20d0205592d8885cb060d20334d33e2c,0x9ac4353174a6c3c680b0ce24a780df40,0x98767a66391ba074f2349754c9ed5542,0x478e3b999b500101fc506748b5ecb5a2,Dr. Alice Smith,B-,Electrical and Computer Engineering
ENG,Electrical and Computer Engineering,102,0x20d0205592d8885cb060d20334d33e2c,0x9ac4353174a6c3c680b0ce24a780df40,0x98767a66391ba074f2349754c9ed5542,0x478e3b999b500101fc506748b5ecb5a2,Dr. Bob Johnson,D,Electrical and Computer Engineering
CAS,Economics,101,0x20d0205592d8885cb060d20334d33e2c,0x9ac4353174a6c3c680b0ce24a780df40,0x98767a66391ba074f2349754c9ed5542,0x478e3b999b500101fc506748b5ecb5a2,Dr. Emma Davis,B+,Electrical and Computer Engineering
ENG,Electrical and Computer Engineering,201,0xa47ec084def77baf8fb55150adb7822f,0x4137b09a596e17f8ec6a8ad20843bad9,0x62468149ea6a56d265e753fac2418fb0,0x3c443a2df15345479e0b15347b8fc10f,Dr. Alice Smith,A,Mechanical Engineering
ENG,Systems Engineering,102,0xa47ec084def77baf8fb55150adb7822f,0x4137b09a596e17f8ec6a8ad20843bad9,0x62468149ea6a56d265e753fac2418fb0,0x3c443a2df15345479e0b15347b8fc10f,Dr. Alice Smith,B-,Mechanical Engineering
ENG,Mechanical Engineering,201,0xa47ec084def77baf8fb55150adb7822f,0x4137b09a596e17f8ec6a8ad20843bad9,0x62468149ea6a56d265e753fac2418fb0,0x3c443a2df15345479e0b15347b8fc10f,Dr. Bob Johnson,C+,Mechanical Engineering
CAS,Computer Science,102,0xa47ec084def77baf8fb55150adb7822f,0x4137b09a596e17f8ec6a8ad20843bad9,0x62468149ea6a56d265e753fac2418fb0,0x3c443a2df15345479e0b15347b8fc10f,Dr. Emma Davis,B+,Mechanical Engineering
ENG,Systems Engineering,201,0xf771d2cf70e1d5eb9750edc0a6ce3c72,0x821dffa95a83d37ea5deaea303703603,0x2ce3a145f6748f422e78e1138b8f2d04,0x22b9513e21b2278679c12ff43945525d,Dr. Grace Wilson,F,English
ENG,Mechanical Engineering,302,0xf771d2cf70e1d5eb9750edc0a6ce3c72,0x821dffa95a83d37ea5deaea303703603,0x2ce3a145f6748f422e78e1138b8f2d04,0x22b9513e21b2278679c12ff43945525d,Dr. Henry Moore,D,English
CAS,English,102,0xf771d2cf70e1d5eb9750edc0a6ce3c72,0x821dffa95a83d37ea5deaea303703603,0x2ce3a145f6748f422e78e1138b8f2d04,0x22b9513e21b2278679c12ff43945525d,Dr. Alice Smith,D,English
CAS,English,301,0xf771d2cf70e1d5eb9750edc0a6ce3c72,0x821dffa95a83d37ea5deaea303703603,0x2ce3a145f6748f422e78e1138b8f2d04,0x22b9513e21b2278679c12ff43945525d,Dr. Carol Williams,C+,English
CAS,Economics,101,0xb47a86991ea3c6f1db3456cde8e52a95,0xe57ba541a4cebf28373dba38d00534ee,0x33b828869cd3653b00529bb97f90ff7b,0xd7ee7000942a480405b48e0e49f7c392,Dr. Emma Davis,A-,Mathematics
ENG,Systems Engineering,301,0xb47a86991ea3c6f1db3456cde8e52a95,0xe57ba541a4cebf28373dba38d00534ee,0x33b828869cd3653b00529bb97f90ff7b,0xd7ee7000942a480405b48e0e49f7c392,Dr. Carol Williams,C+,Mathematics
CAS,Mathematics,102,0xb47a86991ea3c6f1db3456cde8e52a95,0xe57ba541a4cebf28373dba38d00534ee,0x33b828869cd3653b00529bb97f90ff7b,0xd7ee7000942a480405b48e0e49f7c392,Dr. Alice Smith,C+,Mathematics
ENG,Electrical and Computer Engineering,302,0xb47a86991ea3c6f1db3456cde8e52a95,0xe57ba541a4cebf28373dba38d00534ee,0x33b828869cd3653b00529bb97f90ff7b,0xd7ee7000942a480405b48e0e49f7c392,Dr. Carol Williams,F,Mathematics
CAS,Economics,101,0x10dd59e71f44f1ad828b53e071c19e9e,0x3241886bc17a233fe97c67484bb709e0,0x7e977b2578d7f735331fcc022d3ea732,0x7176a33e0938910e3c2aa068c37283e6,Dr. Emma Davis,C,Economics
CAS,English,301,0x10dd59e71f44f1ad828b53e071c19e9e,0x3241886bc17a233fe97c67484bb709e0,0x7e977b2578d7f735331fcc022d3ea732,0x7176a33e0938910e3c2aa068c37283e6,Dr. Carol Williams,D,Economics
ENG,Systems Engineering,301,0x10dd59e71f44f1ad828b53e071c19e9e,0x3241886bc17a233fe97c67484bb709e0,0x7e977b2578d7f735331fcc022d3ea732,0x7176a33e0938910e3c2aa068c37283e6,Dr. Alice Smith,A,Economics
CAS,Economics,102,0x10dd59e71f44f1ad828b53e071c19e9e,0x3241886bc17a233fe97c67484bb709e0,0x7e977b2578d7f735331fcc022d3ea732,0x7176a33e0938910e3c2aa068c37283e6,Dr. Carol Williams,A-,Economics
CAS,English,302,0xa75d174503c87f2f27373ec9d74c865b,0x9c22c44226839e597e04af1b9d84e3f1,0xc98fcca897db65c93249dbfb7bf2eefc,0xe4f8ba820ea8578bfc957a2a74fa12f6,Dr. David Brown,C-,English
ENG,Mechanical Engineering,301,0xa75d174503c87f2f27373ec9d74c865b,0x9c22c44226839e597e04af1b9d84e3f1,0xc98fcca897db65c93249dbfb7bf2eefc,0xe4f8ba820ea8578bfc957a2a74fa12f6,Dr. Henry Moore,C-,English
ENG,Systems Engineering,301,0xa75d174503c87f2f27373ec9d74c865b,0x9c22c44226839e597e04af1b9d84e3f1,0xc98fcca897db65c93249dbfb7bf2eefc,0xe4f8ba820ea8578bfc957a2a74fa12f6,Dr. Carol Williams,B,English
CAS,Computer Science,201,0xa75d174503c87f2f27373ec9d74c865b,0x9c22c44226839e597e04af1b9d84e3f1,0xc98fcca897db65c93249dbfb7bf2eefc,0xe4f8ba820ea8578bfc957a2a74fa12f6,Dr. Alice Smith,C+,English
ENG,Electrical and Computer Engineering,302,0x3490ad4f9ddc5d72e440512adf8e541b,0xce42789ff111e4e75bde8f953a719b84,0xe5020bb9c9ce603d170a76371f9ca17c,0xbfdbff60ce70881975770efd63d57a7a,Dr. Carol Williams,B+,Electrical and Computer Engineering
CAS,Mathematics,202,0x3490ad4f9ddc5d72e440512adf8e541b,0xce42789ff111e4e75bde8f953a719b84,0xe5020bb9c9ce603d170a76371f9ca17c,0xbfdbff60ce70881975770efd63d57a7a,Dr. Carol Williams,C+,Electrical and Computer Engineering
CAS,Computer Science,101,0x3490ad4f9ddc5d72e440512adf8e541b,0xce42789ff111e4e75bde8f953a719b84,0xe5020bb9c9ce603d170a76371f9ca17c,0xbfdbff60ce70881975770efd63d57a7a,Dr. Frank Miller,D,Electrical and Computer Engineering
CAS,English,302,0x3490ad4f9ddc5d72e440512adf8e541b,0xce42789ff111e4e75bde8f953a719b84,0xe5020bb9c9ce603d170a76371f9ca17c,0xbfdbff60ce70881975770efd63d57a7a,Dr. David Brown,C+,Electrical and Computer Engineering
CAS,English,202,0xe01eb5fd92e03cd094523a5cb160789a,0x54e955da5ee4cfd67b70c18a762c4c83,0xa46457984cdb0ce2773cfa1601306ac6,0x26a294934dca275724385d1eb4abc33d,Dr. David Brown,B+,Biomedical Engineering
ENG,Electrical and Computer Engineering,101,0xe01eb5fd92e03cd094523a5cb160789a,0x54e955da5ee4cfd67b70c18a762c4c83,0xa46457984cdb0ce2773cfa1601306ac6,0x26a294934dca275724385d1eb4abc33d,Dr. Carol Williams,A,Biomedical Engineering
CAS,Computer Science,302,0xe01eb5fd92e03cd094523a5cb160789a,0x54e955da5ee4cfd67b70c18a762c4c83,0xa46457984cdb0ce2773cfa1601306ac6,0x26a294934dca275724385d1eb4abc33d,Dr. Alice Smith,B+,Biomedical Engineering
ENG,Biomedical Engineering,101,0xe01eb5fd92e03cd094523a5cb160789a,0x54e955da5ee4cfd67b70c18a762c4c83,0xa46457984cdb0ce2773cfa1601306ac6,0x26a294934dca275724385d1eb4abc33d,Dr. Henry Moore,C-,Biomedical Engineering
CAS,Economics,101,0x4658bcdd36aba49996377bb09d3b309e,0xb036d18c5940bb0690f65e3e3c0debbb,0x86158f73b624189082138871ca22db82,0xa9ec9556183625693f9dce15bb7dbcb3,Dr. Emma Davis,D,Mechanical Engineering
CAS,English,301,0x4658bcdd36aba49996377bb09d3b309e,0xb036d18c5940bb0690f65e3e3c0debbb,0x86158f73b624189082138871ca22db82,0xa9ec9556183625693f9dce15bb7dbcb3,Dr. Carol Williams,B+,Mechanical Engineering
