college,department,course_number,pk_x,pk_y,professor,grade
ENG,Biomedical Engineering,101,0x01d348f119b186903977fa76f5dddf0bb31fb3f4ee134888f8ab760e2280a069,0x0935a0dcaeb2eb14f8729518f4687030ca80ea40ee10f9eb608799eef32d6ed7,Dr. Emma Davis,C
CAS,English,101,0x01d348f119b186903977fa76f5dddf0bb31fb3f4ee134888f8ab760e2280a069,0x0935a0dcaeb2eb14f8729518f4687030ca80ea40ee10f9eb608799eef32d6ed7,Dr. Bob Johnson,A
ENG,Mechanical Engineering,301,0x01d348f119b186903977fa76f5dddf0bb31fb3f4ee134888f8ab760e2280a069,0x0935a0dcaeb2eb14f8729518f4687030ca80ea40ee10f9eb608799eef32d6ed7,Dr. Emma Davis,C-
CAS,Computer Science,102,0x17ef11131fe368e7f6910b4ae88029ed70745aa68816acf982533fc16f51eb37,0x234ed62052243794eea3cdd3b763d850e3409dfde04255eae5e7b96cc62d8970,Dr. Grace Wilson,C+
ENG,Biomedical Engineering,201,0x17ef11131fe368e7f6910b4ae88029ed70745aa68816acf982533fc16f51eb37,0x234ed62052243794eea3cdd3b763d850e3409dfde04255eae5e7b96cc62d8970,Dr. Grace Wilson,A-
ENG,Electrical and Computer Engineering,302,0x17ef11131fe368e7f6910b4ae88029ed70745aa68816acf982533fc16f51eb37,0x234ed62052243794eea3cdd3b763d850e3409dfde04255eae5e7b96cc62d8970,Dr. Grace Wilson,D
CAS,Economics,201,0x17ef11131fe368e7f6910b4ae88029ed70745aa68816acf982533fc16f51eb37,0x234ed62052243794eea3cdd3b763d850e3409dfde04255eae5e7b96cc62d8970,Dr. Emma Davis,A
CAS,Computer Science,302,0x21f6be8f8a6dfa1005533057064babb6ad7668baaf6c8dc88ba2e4876b1ef1bd,0x26729afed56f4b6d03a81f07374103100d1690ab16c1ad443dc9aa2dfc9a4bd9,Dr. David Brown,A-
ENG,Systems Engineering,202,0x21f6be8f8a6dfa1005533057064babb6ad7668baaf6c8dc88ba2e4876b1ef1bd,0x26729afed56f4b6d03a81f07374103100d1690ab16c1ad443dc9aa2dfc9a4bd9,Dr. Bob Johnson,B
ENG,Systems Engineering,101,0x21f6be8f8a6dfa1005533057064babb6ad7668baaf6c8dc88ba2e4876b1ef1bd,0x26729afed56f4b6d03a81f07374103100d1690ab16c1ad443dc9aa2dfc9a4bd9,Dr. Bob Johnson,D
CAS,English,202,0x21f6be8f8a6dfa1005533057064babb6ad7668baaf6c8dc88ba2e4876b1ef1bd,0x26729afed56f4b6d03a81f07374103100d1690ab16c1ad443dc9aa2dfc9a4bd9,Dr. Henry Moore,A-
ENG,Systems Engineering,102,0x03dddc122d098fee2fd6440b168387a3076eba56f1d09e0e86381edcfdbedef6,0x1cc1d6acd277ce4763450554a7a392b4f5cae03710f15a93ae32d3d7333b7273,Dr. Bob Johnson,A-
CAS,Computer Science,101,0x03dddc122d098fee2fd6440b168387a3076eba56f1d09e0e86381edcfdbedef6,0x1cc1d6acd277ce4763450554a7a392b4f5cae03710f15a93ae32d3d7333b7273,Dr. Emma Davis,A-
ENG,Mechanical Engineering,102,0x03dddc122d098fee2fd6440b168387a3076eba56f1d09e0e86381edcfdbedef6,0x1cc1d6acd277ce4763450554a7a392b4f5cae03710f15a93ae32d3d7333b7273,Dr. Alice Smith,B
CAS,Computer Science,102,0x03dddc122d098fee2fd6440b168387a3076eba56f1d09e0e86381edcfdbedef6,0x1cc1d6acd277ce4763450554a7a392b4f5cae03710f15a93ae32d3d7333b7273,Dr. Grace Wilson,C
ENG,Systems Engineering,101,0x0e345cb63dfc23a18c53403301c8c976638ef355e37b2f5ad3434a0c58881af5,0x167141bc45a8975e94524011fdc00687ef96035daa1d9fe0387c0560280a1d98,Dr. Bob Johnson,A-
ENG,Electrical and Computer Engineering,301,0x0e345cb63dfc23a18c53403301c8c976638ef355e37b2f5ad3434a0c58881af5,0x167141bc45a8975e94524011fdc00687ef96035daa1d9fe0387c0560280a1d98,Dr. Emma Davis,A-
CAS,Economics,202,0x0e345cb63dfc23a18c53403301c8c976638ef355e37b2f5ad3434a0c58881af5,0x167141bc45a8975e94524011fdc00687ef96035daa1d9fe0387c0560280a1d98,Dr. Emma Davis,B-
CAS,Mathematics,101,0x0e345cb63dfc23a18c53403301c8c976638ef355e37b2f5ad3434a0c58881af5,0x167141bc45a8975e94524011fdc00687ef96035daa1d9fe0387c0560280a1d98,Dr. Carol Williams,D
CAS,English,102,0x02ee08a704f844c6727013797dcace173bc5d78a30966ba31f737c98d45fbbe7,0x2c2782a1557dc4335b16976ba4365f3ca57cc921b60d309208601bf1db11daef,Dr. Frank Miller,C+
CAS,Computer Science,201,0x02ee08a704f844c6727013797dcace173bc5d78a30966ba31f737c98d45fbbe7,0x2c2782a1557dc4335b16976ba4365f3ca57cc921b60d309208601bf1db11daef,Dr. Emma Davis,A-
CAS,Economics,102,0x02ee08a704f844c6727013797dcace173bc5d78a30966ba31f737c98d45fbbe7,0x2c2782a1557dc4335b16976ba4365f3ca57cc921b60d309208601bf1db11daef,Dr. Carol Williams,A
ENG,Electrical and Computer Engineering,202,0x02ee08a704f844c6727013797dcace173bc5d78a30966ba31f737c98d45fbbe7,0x2c2782a1557dc4335b16976ba4365f3ca57cc921b60d309208601bf1db11daef,Dr. Frank Miller,B
ENG,Mechanical Engineering,202,0x106d2cc9299ee1a6638ce47a1ce4d5dff7c23d1b52eab7a9cfca1702650edd56,0x22d358fdb89b88e0187ced2d2cc35c538b9988daea7634117a750d15e4302d33,Dr. Henry Moore,C-
CAS,English,202,0x106d2cc9299ee1a6638ce47a1ce4d5dff7c23d1b52eab7a9cfca1702650edd56,0x22d358fdb89b88e0187ced2d2cc35c538b9988daea7634117a750d15e4302d33,Dr. Alice Smith,D
ENG,Systems Engineering,302,0x106d2cc9299ee1a6638ce47a1ce4d5dff7c23d1b52eab7a9cfca1702650edd56,0x22d358fdb89b88e0187ced2d2cc35c538b9988daea7634117a750d15e4302d33,Dr. Grace Wilson,B
ENG,Systems Engineering,201,0x106d2cc9299ee1a6638ce47a1ce4d5dff7c23d1b52eab7a9cfca1702650edd56,0x22d358fdb89b88e0187ced2d2cc35c538b9988daea7634117a750d15e4302d33,Dr. Emma Davis,D
CAS,English,302,0x24c2031114ea4963a10fe775544040007d38d08865736eaf16536b30851880c2,0x017a255d644f63bc889c762eaf3cee32b7d9b89a0e79d3ed11546e5de65fb9b8,Dr. David Brown,F
ENG,Electrical and Computer Engineering,301,0x24c2031114ea4963a10fe775544040007d38d08865736eaf16536b30851880c2,0x017a255d644f63bc889c762eaf3cee32b7d9b89a0e79d3ed11546e5de65fb9b8,Dr. Emma Davis,A
ENG,Electrical and Computer Engineering,102,0x24c2031114ea4963a10fe775544040007d38d08865736eaf16536b30851880c2,0x017a255d644f63bc889c762eaf3cee32b7d9b89a0e79d3ed11546e5de65fb9b8,Dr. Frank Miller,D
CAS,Mathematics,101,0x24c2031114ea4963a10fe775544040007d38d08865736eaf16536b30851880c2,0x017a255d644f63bc889c762eaf3cee32b7d9b89a0e79d3ed11546e5de65fb9b8,Dr. Carol Williams,A
ENG,Biomedical Engineering,201,0x105626be37d75342714c624ad668c506715d01bf4595b7696067afc76fcd0328,0x20a730dd14a8122a28ac50a4f984d5a9ccad5d0b7a467e7a9e46f8c8c76f66ed,Dr. Grace Wilson,D
ENG,Mechanical Engineering,302,0x105626be37d75342714c624ad668c506715d01bf4595b7696067afc76fcd0328,0x20a730dd14a8122a28ac50a4f984d5a9ccad5d0b7a467e7a9e46f8c8c76f66ed,Dr. Frank Miller,B
ENG,Mechanical Engineering,102,0x105626be37d75342714c624ad668c506715d01bf4595b7696067afc76fcd0328,0x20a730dd14a8122a28ac50a4f984d5a9ccad5d0b7a467e7a9e46f8c8c76f66ed,Dr. Grace Wilson,C+
ENG,Mechanical Engineering,101,0x105626be37d75342714c624ad668c506715d01bf4595b7696067afc76fcd0328,0x20a730dd14a8122a28ac50a4f984d5a9ccad5d0b7a467e7a9e46f8c8c76f66ed,Dr. Emma Davis,C-
CAS,English,302,0x106ccc070430c4b8fb595ec8bb6f11d39d4465f1f3bbaa8c28c38d56e3329c34,0x0bf71743f8537f1bafded03800184a7255cad5ea330fa3bbe35a0cc13a895903,Dr. David Brown,B+
ENG,Biomedical Engineering,102,0x106ccc070430c4b8fb595ec8bb6f11d39d4465f1f3bbaa8c28c38d56e3329c34,0x0bf71743f8537f1bafded03800184a7255cad5ea330fa3bbe35a0cc13a895903,Dr. Carol Williams,A-
CAS,English,301,0x106ccc070430c4b8fb595ec8bb6f11d39d4465f1f3bbaa8c28c38d56e3329c34,0x0bf71743f8537f1bafded03800184a7255cad5ea330fa3bbe35a0cc13a895903,Dr. Henry Moore,B-
ENG,Biomedical Engineering,301,0x106ccc070430c4b8fb595ec8bb6f11d39d4465f1f3bbaa8c28c38d56e3329c34,0x0bf71743f8537f1bafded03800184a7255cad5ea330fa3bbe35a0cc13a895903,Dr. Henry Moore,A-
ENG,Biomedical Engineering,101,0x0247ae9a4450212743dc29e390bbbece79b06c4ba7d004a038777699206170aa,0x24526e0985749ffa6c5893b52acae5e57d3faabd7cc1f31c9f00a84719e8ca57,Dr. Bob Johnson,B-
ENG,Electrical and Computer Engineering,302,0x0247ae9a4450212743dc29e390bbbece79b06c4ba7d004a038777699206170aa,0x24526e0985749ffa6c5893b52acae5e57d3faabd7cc1f31c9f00a84719e8ca57,Dr. Carol Williams,A
CAS,Computer Science,595,0x0247ae9a4450212743dc29e390bbbece79b06c4ba7d004a038777699206170aa,0x24526e0985749ffa6c5893b52acae5e57d3faabd7cc1f31c9f00a84719e8ca57,Dr. Alice Smith,C+
ENG,Electrical and Computer Engineering,102,0x0247ae9a4450212743dc29e390bbbece79b06c4ba7d004a038777699206170aa,0x24526e0985749ffa6c5893b52acae5e57d3faabd7cc1f31c9f00a84719e8ca57,Dr. Frank Miller,B
CAS,Mathematics,301,0x24f8f2a4e78dc5f94aa629a66bbed1df67f249f8e407432b74e1ca48785a632a,0x1d6536f6ef5deee9d2f6f0daa12baefbecf8895ecdc3e71e345043f1c7a4d936,Dr. David Brown,C-
ENG,Electrical and Computer Engineering,301,0x24f8f2a4e78dc5f94aa629a66bbed1df67f249f8e407432b74e1ca48785a632a,0x1d6536f6ef5deee9d2f6f0daa12baefbecf8895ecdc3e71e345043f1c7a4d936,Dr. Emma Davis,A-
ENG,Electrical and Computer Engineering,101,0x24f8f2a4e78dc5f94aa629a66bbed1df67f249f8e407432b74e1ca48785a632a,0x1d6536f6ef5deee9d2f6f0daa12baefbecf8895ecdc3e71e345043f1c7a4d936,Dr. Carol Williams,C-
ENG,Mechanical Engineering,302,0x24f8f2a4e78dc5f94aa629a66bbed1df67f249f8e407432b74e1ca48785a632a,0x1d6536f6ef5deee9d2f6f0daa12baefbecf8895ecdc3e71e345043f1c7a4d936,Dr. Frank Miller,B-
CAS,Economics,202,0x0fc692ec912dda6355c2fe3cea92a2f0b2d8ceead760727ec5d1d457a30cf87c,0x2704fb5113f7fb15dd956e0cb2d566622191e9890a4583cf73b3dd436be31b7b,Dr. Emma Davis,C-
ENG,Mechanical Engineering,302,0x0fc692ec912dda6355c2fe3cea92a2f0b2d8ceead760727ec5d1d457a30cf87c,0x2704fb5113f7fb15dd956e0cb2d566622191e9890a4583cf73b3dd436be31b7b,Dr. Frank Miller,B
CAS,Computer Science,201,0x0fc692ec912dda6355c2fe3cea92a2f0b2d8ceead760727ec5d1d457a30cf87c,0x2704fb5113f7fb15dd956e0cb2d566622191e9890a4583cf73b3dd436be31b7b,Dr. Grace Wilson,A-
CAS,English,301,0x0fc692ec912dda6355c2fe3cea92a2f0b2d8ceead760727ec5d1d457a30cf87c,0x2704fb5113f7fb15dd956e0cb2d566622191e9890a4583cf73b3dd436be31b7b,Dr. Henry Moore,D
ENG,Electrical and Computer Engineering,302,0x0377e2129b6c8f764d574812886eb43ff2d5359fcd4b962262260ef6d49cb186,0x09dc5dd2bd31fab34176a6c26e2f00528920342b24c814b90d02157743ebb3ca,Dr. Carol Williams,A-
CAS,English,302,0x0377e2129b6c8f764d574812886eb43ff2d5359fcd4b962262260ef6d49cb186,0x09dc5dd2bd31fab34176a6c26e2f00528920342b24c814b90d02157743ebb3ca,Dr. Henry Moore,B+
CAS,Computer Science,102,0x0377e2129b6c8f764d574812886eb43ff2d5359fcd4b962262260ef6d49cb186,0x09dc5dd2bd31fab34176a6c26e2f00528920342b24c814b90d02157743ebb3ca,Dr. Grace Wilson,C-
CAS,Computer Science,302,0x0377e2129b6c8f764d574812886eb43ff2d5359fcd4b962262260ef6d49cb186,0x09dc5dd2bd31fab34176a6c26e2f00528920342b24c814b90d02157743ebb3ca,Dr. Henry Moore,A-
ENG,Systems Engineering,101,0x15a61f7ea8265b7f4ef647061f13f61afe08ef4f855109e1fda609e2449229d4,0x172b806ddfb4d02d719fc10f01ee1cc63bfebd2d0a92d2a936a6e4a1fbdeefa6,Dr. Bob Johnson,A-
CAS,Computer Science,302,0x15a61f7ea8265b7f4ef647061f13f61afe08ef4f855109e1fda609e2449229d4,0x172b806ddfb4d02d719fc10f01ee1cc63bfebd2d0a92d2a936a6e4a1fbdeefa6,Dr. Henry Moore,A-
CAS,English,101,0x15a61f7ea8265b7f4ef647061f13f61afe08ef4f855109e1fda609e2449229d4,0x172b806ddfb4d02d719fc10f01ee1cc63bfebd2d0a92d2a936a6e4a1fbdeefa6,Dr. Henry Moore,A-
CAS,Mathematics,201,0x15a61f7ea8265b7f4ef647061f13f61afe08ef4f855109e1fda609e2449229d4,0x172b806ddfb4d02d719fc10f01ee1cc63bfebd2d0a92d2a936a6e4a1fbdeefa6,Dr. Frank Miller,C+
CAS,Economics,301,0x05363427c51d253dadab4488edbf8a33648de3ea2d667b90b61bf1cac3a70286,0x0b3ff4de1f26c5c0719fc63a29a902c804909c751cbc6f5eaf15b721d5e0acf8,Dr. Grace Wilson,A-
ENG,Electrical and Computer Engineering,301,0x05363427c51d253dadab4488edbf8a33648de3ea2d667b90b61bf1cac3a70286,0x0b3ff4de1f26c5c0719fc63a29a902c804909c751cbc6f5eaf15b721d5e0acf8,Dr. Emma Davis,B-
ENG,Mechanical Engineering,101,0x05363427c51d253dadab4488edbf8a33648de3ea2d667b90b61bf1cac3a70286,0x0b3ff4de1f26c5c0719fc63a29a902c804909c751cbc6f5eaf15b721d5e0acf8,Dr. David Brown,A-
CAS,Economics,201,0x05363427c51d253dadab4488edbf8a33648de3ea2d667b90b61bf1cac3a70286,0x0b3ff4de1f26c5c0719fc63a29a902c804909c751cbc6f5eaf15b721d5e0acf8,Dr. Henry Moore,C-
CAS,Economics,202,0x0b2f48be589974fbfd6755c867c8a0349436bba6106f8ab19e606643d15cc947,0x10d2b19c8465c2cc946354efde9b1eb49f5f16438404358d8c6ba323c61ce153,Dr. Emma Davis,C-
CAS,Computer Science,102,0x0b2f48be589974fbfd6755c867c8a0349436bba6106f8ab19e606643d15cc947,0x10d2b19c8465c2cc946354efde9b1eb49f5f16438404358d8c6ba323c61ce153,Dr. Frank Miller,C-
ENG,Biomedical Engineering,101,0x0b2f48be589974fbfd6755c867c8a0349436bba6106f8ab19e606643d15cc947,0x10d2b19c8465c2cc946354efde9b1eb49f5f16438404358d8c6ba323c61ce153,Dr. Bob Johnson,B+
ENG,Mechanical Engineering,102,0x0b2f48be589974fbfd6755c867c8a0349436bba6106f8ab19e606643d15cc947,0x10d2b19c8465c2cc946354efde9b1eb49f5f16438404358d8c6ba323c61ce153,Dr. Grace Wilson,B
ENG,Electrical and Computer Engineering,201,0x0bb1fddf9f99d38f29d896724ebe6bf3d497228078dd352ff0eb30a385c24177,0x2b8586cdbc94a2ea4ae2e07abb7ba7c7f5b3972dea771bfa5fdd972c027824a5,Dr. Frank Miller,B-
ENG,Systems Engineering,101,0x0bb1fddf9f99d38f29d896724ebe6bf3d497228078dd352ff0eb30a385c24177,0x2b8586cdbc94a2ea4ae2e07abb7ba7c7f5b3972dea771bfa5fdd972c027824a5,Dr. Bob Johnson,B
CAS,Computer Science,201,0x0bb1fddf9f99d38f29d896724ebe6bf3d497228078dd352ff0eb30a385c24177,0x2b8586cdbc94a2ea4ae2e07abb7ba7c7f5b3972dea771bfa5fdd972c027824a5,Dr. Emma Davis,A
CAS,Mathematics,301,0x0bb1fddf9f99d38f29d896724ebe6bf3d497228078dd352ff0eb30a385c24177,0x2b8586cdbc94a2ea4ae2e07abb7ba7c7f5b3972dea771bfa5fdd972c027824a5,Dr. David Brown,B
ENG,Systems Engineering,202,0x066fa067e306949b5d453ba303380c0c157fbbe3845b22dc265ce744d743120e,0x0671240782e130f4fd939d713b0524121cee6ce6ae8e10fa1a551cdd3ee79e75,Dr. Bob Johnson,A-
ENG,Mechanical Engineering,102,0x066fa067e306949b5d453ba303380c0c157fbbe3845b22dc265ce744d743120e,0x0671240782e130f4fd939d713b0524121cee6ce6ae8e10fa1a551cdd3ee79e75,Dr. Alice Smith,B+
ENG,Electrical and Computer Engineering,102,0x066fa067e306949b5d453ba303380c0c157fbbe3845b22dc265ce744d743120e,0x0671240782e130f4fd939d713b0524121cee6ce6ae8e10fa1a551cdd3ee79e75,Dr. Frank Miller,F
ENG,Electrical and Computer Engineering,202,0x066fa067e306949b5d453ba303380c0c157fbbe3845b22dc265ce744d743120e,0x0671240782e130f4fd939d713b0524121cee6ce6ae8e10fa1a551cdd3ee79e75,Dr. David Brown,D
CAS,Computer Science,302,0x0d54197fb50dfdabc8cf7d084bd13c02017c83e8c2ee3329bd5b091302fdbebb,0x189ffbf2ba40d35412159cf180fa65f9cfbbfb9480445cb1dca28d3906d5baf3,Dr. David Brown,F
CAS,Mathematics,102,0x0d54197fb50dfdabc8cf7d084bd13c02017c83e8c2ee3329bd5b091302fdbebb,0x189ffbf2ba40d35412159cf180fa65f9cfbbfb9480445cb1dca28d3906d5baf3,Dr. Emma Davis,C
ENG,Systems Engineering,201,0x0d54197fb50dfdabc8cf7d084bd13c02017c83e8c2ee3329bd5b091302fdbebb,0x189ffbf2ba40d35412159cf180fa65f9cfbbfb9480445cb1dca28d3906d5baf3,Dr. Emma Davis,A
CAS,Economics,102,0x0d54197fb50dfdabc8cf7d084bd13c02017c83e8c2ee3329bd5b091302fdbebb,0x189ffbf2ba40d35412159cf180fa65f9cfbbfb9480445cb1dca28d3906d5baf3,Dr. Carol Williams,C
ENG,Electrical and Computer Engineering,202,0x2d64d6f578c9827b5e3767c7658b84f9f7bf19abb4836d81899b1586a96323b1,0x04a07894272b8627e721da0bf34c69989485f0ea8d8ecb8c70e437080c050a74,Dr. David Brown,C
CAS,Computer Science,201,0x2d64d6f578c9827b5e3767c7658b84f9f7bf19abb4836d81899b1586a96323b1,0x04a07894272b8627e721da0bf34c69989485f0ea8d8ecb8c70e437080c050a74,Dr. Emma Davis,C
ENG,Mechanical Engineering,302,0x2d64d6f578c9827b5e3767c7658b84f9f7bf19abb4836d81899b1586a96323b1,0x04a07894272b8627e721da0bf34c69989485f0ea8d8ecb8c70e437080c050a74,Dr. Frank Miller,F
ENG,Systems Engineering,301,0x2d64d6f578c9827b5e3767c7658b84f9f7bf19abb4836d81899b1586a96323b1,0x04a07894272b8627e721da0bf34c69989485f0ea8d8ecb8c70e437080c050a74,Dr. Henry Moore,C+
ENG,Mechanical Engineering,301,0x129dc4dcb6e1fc6f42e5727acae35674e6fb24b55e105473b82a267234f486a7,0x1b7407b1fca6e3c131369a204bb95cd0aa325b0357be12621e779d5f655c89f5,Dr. Emma Davis,C
CAS,English,102,0x129dc4dcb6e1fc6f42e5727acae35674e6fb24b55e105473b82a267234f486a7,0x1b7407b1fca6e3c131369a204bb95cd0aa325b0357be12621e779d5f655c89f5,Dr. Emma Davis,B
ENG,Biomedical Engineering,201,0x129dc4dcb6e1fc6f42e5727acae35674e6fb24b55e105473b82a267234f486a7,0x1b7407b1fca6e3c131369a204bb95cd0aa325b0357be12621e779d5f655c89f5,Dr. Alice Smith,A-
ENG,Systems Engineering,301,0x129dc4dcb6e1fc6f42e5727acae35674e6fb24b55e105473b82a267234f486a7,0x1b7407b1fca6e3c131369a204bb95cd0aa325b0357be12621e779d5f655c89f5,Dr. Henry Moore,B
CAS,Computer Science,202,0x1a1e97a2789c0cbb520572348c024ab47d3a6d026755ec62c3188ce1ad6dc5da,0x0fee18c1869b13548ca5eaf699f825b758104c9f71cdc75628b410c86f3a2174,Dr. Bob Johnson,C+
ENG,Systems Engineering,301,0x1a1e97a2789c0cbb520572348c024ab47d3a6d026755ec62c3188ce1ad6dc5da,0x0fee18c1869b13548ca5eaf699f825b758104c9f71cdc75628b410c86f3a2174,Dr. Henry Moore,B
CAS,Economics,102,0x1a1e97a2789c0cbb520572348c024ab47d3a6d026755ec62c3188ce1ad6dc5da,0x0fee18c1869b13548ca5eaf699f825b758104c9f71cdc75628b410c86f3a2174,Dr. Henry Moore,B+
CAS,Economics,301,0x1a1e97a2789c0cbb520572348c024ab47d3a6d026755ec62c3188ce1ad6dc5da,0x0fee18c1869b13548ca5eaf699f825b758104c9f71cdc75628b410c86f3a2174,Dr. Grace Wilson,C+
CAS,Computer Science,202,0x2c6d2a34fc1099140c9287dd9afc568420661c36438c01e1820be7cccdbc6c75,0x15d3b778c5e20838fa0a46bc7dc02990486c5ba81b3751197402740d61279b51,Dr. Bob Johnson,C-
CAS,Computer Science,302,0x2c6d2a34fc1099140c9287dd9afc568420661c36438c01e1820be7cccdbc6c75,0x15d3b778c5e20838fa0a46bc7dc02990486c5ba81b3751197402740d61279b51,Dr. David Brown,A
CAS,Economics,301,0x2c6d2a34fc1099140c9287dd9afc568420661c36438c01e1820be7cccdbc6c75,0x15d3b778c5e20838fa0a46bc7dc02990486c5ba81b3751197402740d61279b51,Dr. Grace Wilson,A-
ENG,Biomedical Engineering,202,0x2c6d2a34fc1099140c9287dd9afc568420661c36438c01e1820be7cccdbc6c75,0x15d3b778c5e20838fa0a46bc7dc02990486c5ba81b3751197402740d61279b51,Dr. Grace Wilson,C+
CAS,Computer Science,202,0x0b606c4cf9d4f578be68172766a6976e51b9907e61576e35910189bdc9b06d49,0x1111b39d33419e346046e72c15440028d354750111533c4f3385d35fb4d3189f,Dr. Bob Johnson,C
ENG,Systems Engineering,202,0x0b606c4cf9d4f578be68172766a6976e51b9907e61576e35910189bdc9b06d49,0x1111b39d33419e346046e72c15440028d354750111533c4f3385d35fb4d3189f,Dr. Henry Moore,B
ENG,Electrical and Computer Engineering,302,0x0b606c4cf9d4f578be68172766a6976e51b9907e61576e35910189bdc9b06d49,0x1111b39d33419e346046e72c15440028d354750111533c4f3385d35fb4d3189f,Dr. Grace Wilson,A-
CAS,English,202,0x0b606c4cf9d4f578be68172766a6976e51b9907e61576e35910189bdc9b06d49,0x1111b39d33419e346046e72c15440028d354750111533c4f3385d35fb4d3189f,Dr. Alice Smith,C
CAS,English,302,0x29abe7f07608c29608434ac7cc56b42a8be7914cd76bc42ad33f7459cd4ff401,0x09a7aacf0097148d762502e2cc3808569d2c89ad178e11146c2498f511cb89d4,Dr. Henry Moore,C-
ENG,Systems Engineering,102,0x29abe7f07608c29608434ac7cc56b42a8be7914cd76bc42ad33f7459cd4ff401,0x09a7aacf0097148d762502e2cc3808569d2c89ad178e11146c2498f511cb89d4,Dr. Bob Johnson,A-
CAS,Mathematics,102,0x29abe7f07608c29608434ac7cc56b42a8be7914cd76bc42ad33f7459cd4ff401,0x09a7aacf0097148d762502e2cc3808569d2c89ad178e11146c2498f511cb89d4,Dr. Emma Davis,C
ENG,Biomedical Engineering,102,0x29abe7f07608c29608434ac7cc56b42a8be7914cd76bc42ad33f7459cd4ff401,0x09a7aacf0097148d762502e2cc3808569d2c89ad178e11146c2498f511cb89d4,Dr. Carol Williams,B-
CAS,Economics,202,0x2068be935d44e72b278f294b6dabd16150c3dc45d3eda76afd864d06426988e6,0x24926f2529799c1d3c13efccf90dc54e3156dccd9722d4c0652a11a32ed812cf,Dr. Emma Davis,B+
CAS,Computer Science,101,0x2068be935d44e72b278f294b6dabd16150c3dc45d3eda76afd864d06426988e6,0x24926f2529799c1d3c13efccf90dc54e3156dccd9722d4c0652a11a32ed812cf,Dr. Grace Wilson,B+
CAS,Economics,201,0x2068be935d44e72b278f294b6dabd16150c3dc45d3eda76afd864d06426988e6,0x24926f2529799c1d3c13efccf90dc54e3156dccd9722d4c0652a11a32ed812cf,Dr. Emma Davis,B
ENG,Electrical and Computer Engineering,101,0x2068be935d44e72b278f294b6dabd16150c3dc45d3eda76afd864d06426988e6,0x24926f2529799c1d3c13efccf90dc54e3156dccd9722d4c0652a11a32ed812cf,Dr. Carol Williams,B
CAS,English,202,0x125e15b4ea91205bba43b231c69d622815c967c6504063c978e7597d919c5d00,0x1101b4a122bdf18fcfdd34d77d5a57637a1a49d723bb282ac8700046bcf969e1,Dr. Alice Smith,B
ENG,Systems Engineering,202,0x125e15b4ea91205bba43b231c69d622815c967c6504063c978e7597d919c5d00,0x1101b4a122bdf18fcfdd34d77d5a57637a1a49d723bb282ac8700046bcf969e1,Dr. Henry Moore,A-
ENG,Systems Engineering,102,0x125e15b4ea91205bba43b231c69d622815c967c6504063c978e7597d919c5d00,0x1101b4a122bdf18fcfdd34d77d5a57637a1a49d723bb282ac8700046bcf969e1,Dr. Bob Johnson,B
CAS,English,302,0x125e15b4ea91205bba43b231c69d622815c967c6504063c978e7597d919c5d00,0x1101b4a122bdf18fcfdd34d77d5a57637a1a49d723bb282ac8700046bcf969e1,Dr. David Brown,C
ENG,Systems Engineering,301,0x265d76edde65753b0f498fd5dd64e49ac53416833ff34531c573036d39811d96,0x22a0fd0ba785c335d35a9a722436bf0eef793a1c8bf7dc587243b4d7ce6ab10b,Dr. Henry Moore,D
CAS,Computer Science,202,0x265d76edde65753b0f498fd5dd64e49ac53416833ff34531c573036d39811d96,0x22a0fd0ba785c335d35a9a722436bf0eef793a1c8bf7dc587243b4d7ce6ab10b,Dr. Bob Johnson,D
ENG,Systems Engineering,101,0x265d76edde65753b0f498fd5dd64e49ac53416833ff34531c573036d39811d96,0x22a0fd0ba785c335d35a9a722436bf0eef793a1c8bf7dc587243b4d7ce6ab10b,Dr. Bob Johnson,B
CAS,Economics,201,0x265d76edde65753b0f498fd5dd64e49ac53416833ff34531c573036d39811d96,0x22a0fd0ba785c335d35a9a722436bf0eef793a1c8bf7dc587243b4d7ce6ab10b,Dr. Emma Davis,F
ENG,Systems Engineering,102,0x02d0e7963706c8a1630e244033eb67c1414b9ec5310e94892e03eba51b01124e,0x2f120433efde5d485d49b46b4f29e7719e3a69c2795824a0c69ddd02acd17730,Dr. Bob Johnson,A-
ENG,Systems Engineering,302,0x02d0e7963706c8a1630e244033eb67c1414b9ec5310e94892e03eba51b01124e,0x2f120433efde5d485d49b46b4f29e7719e3a69c2795824a0c69ddd02acd17730,Dr. Alice Smith,C-
CAS,Computer Science,201,0x02d0e7963706c8a1630e244033eb67c1414b9ec5310e94892e03eba51b01124e,0x2f120433efde5d485d49b46b4f29e7719e3a69c2795824a0c69ddd02acd17730,Dr. Grace Wilson,B+
CAS,Mathematics,102,0x02d0e7963706c8a1630e244033eb67c1414b9ec5310e94892e03eba51b01124e,0x2f120433efde5d485d49b46b4f29e7719e3a69c2795824a0c69ddd02acd17730,Dr. Emma Davis,A-
ENG,Systems Engineering,302,0x241124af04ffdbcdc9381886b1b01434c15961bc856110fb7dc946006588758f,0x01b4cf98a25ec596c9f829cee1e5aaf8085c3f3d6a4c19ca1ac6d9a28d745361,Dr. Grace Wilson,A
CAS,English,102,0x241124af04ffdbcdc9381886b1b01434c15961bc856110fb7dc946006588758f,0x01b4cf98a25ec596c9f829cee1e5aaf8085c3f3d6a4c19ca1ac6d9a28d745361,Dr. Frank Miller,C
